,cow_code,state_name,year,num_trade_states,export_dollars,import_dollars,military_expenditure,military_personnel,prim_energy_consumption,total_pop,cinc_score,num_alliances,pre_1816_alliances,num_in_effect_1231_2012,defense_treaties,neutrality_treaties,nonaggression_treaties,entente_treaties,num_conflicts,avg_cum_duration,num_wars,ongoing_2010,revision_pct,avg_hostility_level,majority_religion,un_region,un_continent,election_type,legislation_type,legislature_status,party_legal_status,party_existance,party_existance_outside_regime,legislature_parties,incumbent_type,collective_leadership,num_leadership_changes,leader_tenure,military_leader,royal_leader,nominal_vs_eff_diff,communist_leader,leader_died,democratic_regime,cabinet_assembly,popular_election,regime_type,transition_to_democracy,transition_to_dictatorship,age_govt,num_transitions_ever
6756,94,Costa Rica,1996,186.0,3525566542.0,4211113638.0,53000000.0,8000.0,3786000000.0,3398000.0,0.0002655,33.0,0.0,33.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,48.0,2
6757,230,Spain,1996,186.0,121198320000.0,94841507200.0,8802000000.0,203000.0,288696000000.0,39270000.0,0.010287600000000001,24.0,0.0,24.0,24.0,0.0,15.0,24.0,1.0,4.221917808219178,0.0,0.0,1.0,4.0,Christianity,Southern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,20.0,1
6758,935,Vanuatu,1996,186.0,167029193.0,40886192.0,0.0,0.0,24000000.0,169000.0,5.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Melanesia,Oceania,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,2,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,17.0,0
6759,165,Uruguay,1996,186.0,3265629639.8,2606867363.5,286000000.0,25000.0,7792000000.0,3203000.0,0.0005236,33.0,0.0,33.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,12.0,1
6760,58,Antigua & Barbuda,1996,186.0,289555158.0,73059405.0,4000000.0,0.0,26000000.0,69000.0,2.94e-06,43.0,0.0,43.0,43.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,16.0,0
6761,696,United Arab Emirates,1996,186.0,22339951870.0,25796781402.0,2115000000.0,60000.0,134408000000.0,2443000.0,0.0019397000000000001,35.0,0.0,35.0,16.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Asia,Asia,Nonelective,Non‐elective legislature,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,26,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,26.0,0
6762,955,Tonga,1996,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Polynesia,Oceania,Nonelective,Non‐elective legislature,Appointed,All parties legally banned,One party,One party outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,32,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,27.0,0
6763,437,Ivory Coast,1996,186.0,2920646722.0,4917980980.0,96000000.0,15000.0,23550000000.0,14781000.0,0.0010549000000000001,15.0,0.0,14.0,15.0,0.0,0.0,0.0,1.0,0.1589041095890411,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,37.0,0
6764,432,Mali,1996,186.0,787912314.0,318207571.2,42000000.0,10000.0,2946000000.0,11134000.0,0.0005162999999999999,15.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,5.0,0
6765,811,Cambodia,1996,186.0,1515729999.8,300280000.0,185000000.0,60000.0,7040000000.0,10273000.0,0.0010542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3767123287671232,0.0,0.0,0.5,3.5,Buddhism,South-Eastern Asia,Asia,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,No,No,Yes,No,No,No,No,No,Civilian dictatorship,No,No,44.0,0
6766,551,Zambia,1996,186.0,833791242.4,1127176844.0,60000000.0,16000.0,14658000000.0,8275000.0,0.0007456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,6,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,33.0,0
6767,910,Papua New Guinea,1996,186.0,1835232740.4,2723407179.8,80000000.0,5000.0,4384000000.0,4400000.0,0.00022930000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4986301369863014,0.0,0.0,0.0,4.0,Christianity,Melanesia,Oceania,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,22.0,0
6768,850,Indonesia,1996,186.0,42357740000.0,56067405080.0,4797000000.0,280000.0,343770000000.0,196813000.0,0.015738299999999997,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07945205479452055,0.0,0.0,0.0,3.0,Islam,South-Eastern Asia,Asia,Indirect election,Elective legislature,Appointed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,31,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,48.0,0
6769,200,United Kingdom,1996,186.0,265063540700.0,242723540300.0,35266000000.0,221000.0,734760000000.0,58801000.0,0.024049400000000002,25.0,1.0,25.0,25.0,0.0,16.0,24.0,3.0,1.4319634703196347,0.0,0.0,0.6666666666666666,4.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,7,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,86.0,0
6770,402,Cape Verde,1996,186.0,332960731.6,17220000.0,4000000.0,1000.0,100000000.0,396000.0,2.0300000000000002e-05,15.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,6,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,7.0,0
6771,435,Mauritania,1996,186.0,588060305.0,623195964.0,27000000.0,16000.0,1734000000.0,2351000.0,0.00025540000000000003,38.0,0.0,23.0,19.0,0.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,13,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,37.0,0
6772,570,Lesotho,1996,186.0,56930050.0,124343770.0,33000000.0,2000.0,1028000000.0,2078000.0,0.00010549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Democratic incumbent,No,0,3,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,31.0,0
6773,343,Macedonia,1996,186.0,1428047174.0,1074768825.0,50728000.0,15000.0,9756000000.0,2174000.0,0.00028789999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,6.0,0
6774,987,Federated States of Micronesia,1996,186.0,,,0.0,0.0,0.0,126000.0,3.65e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Micronesia,Oceania,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,No,No,Presidential democracy,No,No,6.0,0
6775,990,Samoa,1996,186.0,159663361.0,67170804.0,0.0,0.0,66000000.0,166000.0,5.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Polynesia,Oceania,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,34,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,35.0,0
6776,60,St. Kitts and Nevis,1996,186.0,139424299.0,45420000.0,,0.0,54000000.0,42000.0,1.84e-06,43.0,0.0,43.0,43.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,14.0,0
6777,652,Syria,1996,186.0,5091948365.0,4204143780.3,2132000000.0,320000.0,47996000000.0,14619000.0,0.0041413000000000005,36.0,0.0,36.0,16.0,0.0,35.0,36.0,4.0,0.5013698630136987,0.0,0.0,0.25,3.0,Islam,Western Asia,Asia,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,27,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,51.0,0
6778,651,Egypt,1996,186.0,12442068310.0,6514567658.0,2742000000.0,430000.0,151690000000.0,60603000.0,0.0089046,36.0,0.0,36.0,16.0,0.0,36.0,35.0,1.0,0.08493150684931507,0.0,0.0,1.0,4.0,Islam,Northern Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,16,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,75.0,0
6779,371,Armenia,1996,186.0,813138925.0,264690944.0,125000000.0,60000.0,4366000000.0,3764000.0,0.0007744,20.0,0.0,20.0,19.0,1.0,1.0,0.0,2.0,0.5082191780821917,0.0,0.0,0.0,4.0,Christianity,Western Asia,Asia,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,6.0,0
6780,54,Dominica,1996,186.0,133582562.0,103814771.0,0.0,0.0,20000000.0,74000.0,2.26e-06,43.0,0.0,43.0,43.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,19.0,0
6781,403,Sao Tome and Principe,1996,186.0,40934425.4,8280036.0,1000000.0,1000.0,60000000.0,135000.0,1.1900000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Middle Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,6.0,0
6782,370,Belarus,1996,186.0,6930271108.0,4789501511.0,501000000.0,75000.0,85780000000.0,10250000.0,0.0020915,22.0,0.0,22.0,19.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,3,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,6.0,0
6783,781,Maldives,1996,186.0,384781959.0,114468202.0,,0.0,24000000.0,263000.0,9.32e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Southern Asia,Asia,Nonelective,Elective legislature,Elected,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,19,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,32.0,0
6784,115,Suriname,1996,186.0,488033262.6,533854280.0,14000000.0,2000.0,1014000000.0,414000.0,5.8399999999999997e-05,33.0,0.0,33.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,No,No,Presidential democracy,No,No,6.0,2
6785,666,Israel,1996,186.0,27512566100.0,18897964480.0,11202000000.0,185000.0,53894000000.0,5689000.0,0.0043911,2.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,1.8611872146118722,0.0,0.0,0.6666666666666666,4.0,Judiasm,Western Asia,Asia,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,Yes,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,49.0,0
6786,220,France,1996,186.0,264154152000.0,270954255000.0,47401000000.0,501000.0,531294000000.0,58375000.0,0.0228894,28.0,0.0,27.0,25.0,0.0,15.0,27.0,1.0,4.221917808219178,0.0,0.0,1.0,4.0,Christianity,Western Europe,Europe,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,122.0,0
6787,820,Malaysia,1996,186.0,75072428000.0,86961739050.0,3695000000.0,128000.0,125140000000.0,21169000.0,0.0041198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,South-Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,16,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,40.0,0
6788,986,Palau,1996,186.0,9425829.0,73720.00000000001,0.0,0.0,30000000.0,17000.0,6.690000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Micronesia,Oceania,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,3.0,0
6789,52,Trinidad and Tobago,1996,186.0,2133624249.9,2384165414.1,67000000.0,2000.0,38564000000.0,1264000.0,0.00044639999999999995,33.0,0.0,33.0,33.0,0.0,0.0,33.0,1.0,0.0027397260273972603,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,35.0,0
6790,475,Nigeria,1996,186.0,6516678010.0,17728573401.0,1913000000.0,80000.0,148846000000.0,115020000.0,0.007098899999999999,15.0,0.0,14.0,15.0,0.0,0.0,0.0,1.0,0.9123287671232877,0.0,0.0,1.0,4.0,Islam,Western Africa,Africa,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,4,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,14.0,2
6791,760,Bhutan,1996,186.0,15329287.0,24632396.0,,8000.0,2616000000.0,1812000.0,0.0001528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Buddhism,Southern Asia,Asia,Nonelective,Elective legislature,Elected,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,25,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,90.0,0
6792,31,Bahamas,1996,186.0,4005170651.6,627123560.0,22000000.0,0.0,330000000.0,284000.0,3.52e-05,33.0,0.0,33.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,24.0,0
6793,452,Ghana,1996,186.0,3172245082.0,1669139367.0,123000000.0,7000.0,17368000000.0,17832000.0,0.00098,15.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,Yes,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,4.0,2
6794,731,North Korea,1996,186.0,2001142843.1,1116447382.6,5559000000.0,1100000.0,183866000000.0,22466000.0,0.0119597,2.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,3.2575342465753425,0.0,0.0,1.0,3.0,Non-Religious,Eastern Asia,Asia,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,3,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,49.0,0
6795,565,Namibia,1996,186.0,194191324.5,411108985.0,74000000.0,8000.0,700000000.0,1575000.0,0.0001385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,7,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,7.0,0
6796,380,Sweden,1996,186.0,62991498900.0,78820906800.0,6501000000.0,60000.0,111464000000.0,8843000.0,0.0039868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,79.0,0
6797,130,Ecuador,1996,186.0,3699716262.0,5627995414.0,625000000.0,58000.0,31094000000.0,11698000.0,0.0016277000000000002,34.0,0.0,34.0,33.0,1.0,1.0,33.0,1.0,0.8684931506849315,0.0,0.0,1.0,4.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Presidential democracy,No,No,18.0,2
6798,90,Guatemala,1996,186.0,3012549945.0,3404259348.0,211000000.0,36000.0,13566000000.0,10243000.0,0.0008023999999999999,33.0,0.0,33.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,11.0,3
6799,135,Peru,1996,186.0,8310231952.0,5694014800.0,1135000000.0,115000.0,30864000000.0,23947000.0,0.0032986999999999995,33.0,0.0,33.0,33.0,0.0,0.0,33.0,1.0,0.8684931506849315,0.0,0.0,1.0,4.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,7,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,7.0,4
6800,110,Guyana,1996,186.0,554975352.5,719220182.0,7000000.0,2000.0,792000000.0,838000.0,5.6899999999999994e-05,33.0,0.0,33.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,No,No,Yes,No,No,No,Civilian dictatorship,No,No,31.0,0
6801,713,Taiwan,1996,186.0,94940134577.0,84089433729.0,13868000000.0,400000.0,29822000000.0,21471000.0,0.010568799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.37397260273972605,0.0,0.0,0.5,2.0,Buddhism,South-Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,Yes,No,1.0,0
6802,490,Democratic Republic of the Congo,1996,186.0,1268790000.0,1594590050.0,174000000.0,50000.0,39764000000.0,46812000.0,0.0030834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.17123287671232876,0.0,0.0,0.5,3.5,Christianity,Middle Africa,Africa,Nonelective,Non‐elective legislature,Appointed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,32,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,37.0,0
6803,359,Moldova,1996,186.0,1072357230.5,1242476080.0,48000000.0,12000.0,13644000000.0,4327000.0,0.000539,14.0,0.0,14.0,11.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,6.0,0
6804,355,Bulgaria,1996,186.0,4733745029.0,4657136965.0,373000000.0,80000.0,76462000000.0,8356000.0,0.0021877,6.0,0.0,6.0,0.0,6.0,5.0,4.0,1.0,0.0027397260273972603,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,7.0,1
6805,411,Equatorial Guinea,1996,186.0,158079211.3,192542676.0,2000000.0,1000.0,316000000.0,410000.0,3.6200000000000006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Middle Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,18,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,29.0,0
6806,101,Venezuela,1996,186.0,8788733951.0,22866678352.0,796000000.0,75000.0,261346000000.0,22311000.0,0.0049676,34.0,0.0,34.0,33.0,0.0,34.0,33.0,1.0,0.0027397260273972603,0.0,0.0,1.0,4.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,38.0,1
6807,517,Rwanda,1996,186.0,282416947.0,161022688.0,97000000.0,55000.0,3510000000.0,5397000.0,0.00063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27671232876712326,0.0,0.0,1.0,4.0,Christianity,Eastern Africa,Africa,Nonelective,Non‐elective legislature,Appointed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,Yes,No,Yes,No,No,No,No,No,Military dictatorship,No,No,35.0,0
6808,211,Belgium,1996,186.0,148111373947.10004,130722045004.00002,4333000000.0,45000.0,171844000000.0,10159000.0,0.0050548,24.0,0.0,24.0,24.0,0.0,15.0,24.0,1.0,4.221917808219178,0.0,0.0,1.0,4.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,78.0,0
6809,522,Djibouti,1996,186.0,400689540.5,113760000.0,21000000.0,8000.0,208000000.0,617000.0,0.0001199,19.0,0.0,19.0,0.0,0.0,19.0,19.0,1.0,0.4191780821917808,0.0,0.0,0.0,1.0,Islam,Eastern Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Rules rewritten unconstitutionally,No,0,20,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,20.0,0
6810,346,Bosnia and Herzegovina,1996,186.0,1942370491.0,199210000.0,255000000.0,90000.0,3384000000.0,4510000.0,0.0009392000000000002,3.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.1917808219178082,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,Yes,0,7,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,6.0,0
6811,571,Botswana,1996,186.0,490304710.7,344527727.8,234000000.0,7000.0,2274000000.0,1496000.0,0.0001795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,17,No,No,No,No,No,No,Yes,No,Civilian dictatorship,No,No,31.0,0
